list-none-none,1,10,1,30,193680,6456
list-none-none,1,100,1,300,216883,722
list-none-none,1,1000,1,3000,4041459,1347
list-none-none,1,10000,1,30000,693742396,23124
list-none-none,1,20000,1,60000,3946192837,65769
list-none-none,2,1,1,6,21177265,3529544
list-none-none,2,100,1,600,30819787,51366
list-none-none,4,1,1,12,509531,42460
list-none-none,4,10,1,120,451493,3762
list-none-none,8,1,1,24,1316486,54853
list-none-none,8,10,1,240,5615164,23396
list-none-none,12,1,1,36,4046972,112415
list-none-none,12,10,1,360,12057372,33492
list-none-none,12,100,1,3600,3293649,914
list-i-none,2,1,1,6,497073,82845
list-i-none,2,2,1,12,1587965,132330
list-i-none,2,4,1,24,1149297,47887
list-i-none,2,8,1,48,4636144,96586
list-i-none,2,32,1,192,2354315,12262
list-i-none,4,1,1,12,583639,48636
list-i-none,4,2,1,24,596922,24871
list-i-none,4,4,1,48,429388,8945
list-i-none,4,8,1,96,561857,5852
list-i-none,4,16,1,192,343972,1791
list-i-none,8,1,1,24,848576,35357
list-i-none,8,2,1,48,2061264,42943
list-i-none,8,4,1,96,2536660,26423
list-i-none,8,8,1,192,958396,4991
list-i-none,12,1,1,36,3049187,84699
list-i-none,12,2,1,72,3627630,50383
list-i-none,12,4,1,144,2362754,16408
list-i-none,12,8,1,288,4114895,14287
list-i-none,12,16,1,576,2293429,3981
list-d-none,2,1,1,6,290110,48351
list-d-none,2,2,1,12,340738,28394
list-d-none,2,4,1,24,390466,16269
list-d-none,2,8,1,48,496866,10351
list-d-none,2,32,1,192,1377835,7176
list-d-none,4,1,1,12,3355651,279637
list-d-none,4,2,1,24,1643642,68485
list-d-none,4,4,1,48,1771883,36914
list-d-none,4,8,1,96,663642,6912
list-d-none,4,16,1,192,669547,3487
list-d-none,8,1,1,24,2791398,116308
list-d-none,8,2,1,48,962317,20048
list-d-none,8,4,1,96,1223308,12742
list-d-none,12,1,1,36,3241402,90038
list-d-none,12,4,1,144,1844283,12807
list-il-none,2,1,1,6,295521,49253
list-il-none,2,2,1,12,343490,28624
list-il-none,2,4,1,24,562470,23436
list-il-none,2,8,1,48,704129,14669
list-il-none,2,16,1,96,737293,7680
list-il-none,4,1,1,12,1134268,94522
list-il-none,4,2,1,24,461455,19227
list-il-none,8,2,1,48,1054452,21967
list-il-none,8,8,1,192,3482910,18140
list-il-none,12,1,1,36,3672630,102017
list-il-none,12,2,1,72,1292088,17945
list-dl-none,2,1,1,6,433600,72266
list-dl-none,2,2,1,12,1284767,107063
list-dl-none,2,4,1,24,576513,24021
list-dl-none,2,16,1,96,938541,9776
list-dl-none,2,32,1,192,2112612,11003
list-dl-none,4,1,1,12,736082,61340
list-dl-none,4,4,1,48,619769,12911
list-dl-none,4,8,1,96,609970,6353
list-dl-none,8,2,1,48,888791,18516
list-dl-none,8,4,1,96,909866,9477
list-dl-none,12,1,1,36,1922298,53397
list-dl-none,12,2,1,72,2834747,39371
list-dl-none,12,4,1,144,3900563,27087
SYNC OPTION: m
list-i-m,12,32,1,1152,4159167,3610
SYNC OPTION: m
list-d-m,12,32,1,1152,31879774,27673
SYNC OPTION: m
list-il-m,12,32,1,1152,25757951,22359
SYNC OPTION: m
list-dl-m,12,32,1,1152,39706342,34467
SYNC OPTION: s
list-i-s,12,32,1,1152,1687932,1465
SYNC OPTION: s
list-d-s,12,32,1,1152,487595867,423260
SYNC OPTION: s
list-il-s,12,32,1,1152,44886260,38963
SYNC OPTION: s
list-dl-s,12,32,1,1152,204360266,177396
SYNC OPTION: m
list-none-m,1,1000,1,3000,6772840,2257
SYNC OPTION: m
list-none-m,1,1000,1,3000,7513373,2504
SYNC OPTION: m
list-none-m,2,1000,1,6000,29061645,4843
SYNC OPTION: m
list-none-m,4,1000,1,12000,100191990,8349
SYNC OPTION: m
list-none-m,8,1000,1,24000,393223737,16384
SYNC OPTION: m
list-none-m,12,1000,1,36000,686717464,19075
SYNC OPTION: m
list-none-m,16,1000,1,48000,941841599,19621
SYNC OPTION: m
list-none-m,24,1000,1,72000,1770187149,24585
SYNC OPTION: s
list-none-s,1,1000,1,3000,16334176,5444
SYNC OPTION: s
list-none-s,2,1000,1,6000,67086351,11181
SYNC OPTION: s
list-none-s,4,1000,1,12000,205741544,17145
SYNC OPTION: s
list-none-s,8,1000,1,24000,782635367,32609
SYNC OPTION: s
list-none-s,12,1000,1,36000,1441378139,40038
SYNC OPTION: s
list-none-s,16,1000,1,48000,1329522132,27698
SYNC OPTION: s
list-none-s,24,1000,1,72000,5370657718,74592
